pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
8877705,1,0,5,1,0,15,36,4,0,1,4,4,15,15,1,1,0,0,15,15,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,2,2,2,4,2,4,4,3,2,1,1,10,0,10,0,0,0,0,15,1,1,2,1
8851528,2,0,6,7,0,6,6,0,0,1,3,3,3,3,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,0,1,2,3
8978365,1,0,1,7,0,15,28,0,0,1,10,10,15,15,0,0,0,0,10,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,0,0,0,1,5,1,2,3
2046810,1,0,2,1,0,2,5,0,0,1,1,1,1,1,0,0,0,0,6,6,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,3,0,0,0,0,0,0,0,0,0,2,9,5,0,3,0,0,0,0,4,1,2,2,2
7644620,3,0,2,1,0,17,9,3,3,2,6,6,7,7,1,1,0,0,3,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,4,1,1,2,2
7164365,1,0,1,1,0,5,8,0,0,1,1,1,2,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,8,0,2,0,0,0,1,3,1,2,2,2
7144331,2,0,1,1,0,6,5,0,0,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,1,2,2,3
4773968,1,0,1,1,0,2,13,0,0,1,5,5,5,5,0,0,0,0,0,0,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,13,2,1,1,1,2
1488279,1,0,1,1,0,10,8,0,0,2,2,2,2,2,0,0,0,0,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,0,0,0,2,1,1,2,2
5987569,1,0,3,1,0,34,53,0,0,1,40,40,48,48,5,5,5,5,25,30,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,3,1,2,1,1,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,112,20,0,40,1,20,25,15,1,1,1
4238524,1,0,1,1,0,5,6,0,0,1,4,4,3,3,0,0,1,1,4,3,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,1,0,0,1,1,2,3
6544204,1,0,8,1,0,9,42,0,0,1,20,20,30,30,0,0,0,0,10,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,25,0,1,1,16,1,4,1,2,3
6385652,1,0,2,8,0,2,4,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,1,0,0,0,0,2,0,1,2,3
1140616,3,0,1,5,0,2,4,0,0,2,2,1,1,1,0,0,0,0,6,6,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,1,0,0,0,1,2,1,2,1,3
2988071,1,0,0,7,0,21,21,0,0,2,6,6,7,7,0,0,0,0,8,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,1,5,1,1,2,2
9017882,1,0,1,1,0,4,7,0,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,3,0,6,0,0,0,4,4,1,1,2,3
3038372,1,0,2,5,0,3,13,0,0,1,1,1,4,4,0,0,0,0,3,4,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,5,0,0,0,5,7,1,1,2,1
3493263,3,0,0,7,0,8,8,0,2,2,3,2,4,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,1,3,3,1,1,2,3
7368954,3,0,7,7,0,5,14,7,10,2,11,11,10,6,2,2,2,2,13,12,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,2,2,2,3,3,3,3,3,1,1,1,32,0,2,0,0,0,0,31,2,1,2,1
2382667,1,0,1,1,0,3,8,0,0,1,1,1,1,1,0,0,0,0,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,0,1,1,2,3
7724740,1,0,5,1,0,4,23,0,0,1,4,4,4,4,0,0,1,1,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,4,3,1,1,2,2
2264094,2,0,1,1,0,2,4,0,0,1,1,1,1,1,1,1,0,0,3,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,10,0,0,0,1,0,2,2,2
4147577,1,0,3,1,0,16,16,0,0,1,8,8,7,7,0,0,0,0,8,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,7,0,7,0,0,0,2,3,1,1,1,1
9218798,1,0,1,2,0,24,22,0,0,1,3,3,3,3,0,0,0,0,6,11,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,12,0,2,0,0,0,0,4,0,1,2,2
5180808,1,0,0,2,0,5,7,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,0,1,2,3
1640791,1,0,5,1,0,2,23,0,0,1,4,4,4,4,0,0,0,0,8,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,10,0,6,10,0,0,0,5,1,1,2,3
5333170,1,0,1,1,0,2,6,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,3,0,0,0,1,2,0,1,2,3
1258001,1,0,15,1,0,15,15,0,0,1,4,4,5,5,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,6,0,1,0,0,0,0,2,0,1,2,2
6268326,1,0,1,4,0,5,18,2,0,1,13,13,6,6,0,0,0,0,13,6,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,2,0,4,100,1,1,0,1,2,1,1,3
7417298,1,0,1,1,0,10,15,0,0,1,3,3,4,4,0,0,0,0,11,7,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,1,1,1,4,4,4,4,4,1,1,9,3,0,25,0,0,0,1,1,4,1,2,3
4140565,1,0,3,1,0,9,34,0,0,1,3,3,3,3,3,3,3,3,14,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,14,0,2,0,0,0,0,7,0,1,2,3
7451238,2,0,2,1,0,27,57,0,0,1,20,20,45,45,5,5,5,5,44,0,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,2,2,1,1,1,9,5,1,60,0,8,0,1,3,3,1,2,1
4923722,1,0,4,1,0,3,7,0,0,1,1,1,1,1,0,0,1,0,8,3,1,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,1,0,3,1,1,2,3
8692589,1,0,8,1,0,10,58,0,0,1,7,7,27,27,0,0,0,0,50,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,0,0,0,0,0,0,39,3,1,1,2
8348551,3,0,5,7,0,3,38,0,0,2,8,8,12,12,1,1,3,3,9,17,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,30,0,6,14,0,0,0,15,1,1,1,1
5642182,1,0,3,7,0,2,7,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,2,1,1,2,3
4511339,1,0,1,1,0,2,3,2,0,1,1,1,2,2,0,0,0,0,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,2,0,0,0,0,3,1,1,2,1
6577210,1,0,2,7,0,2,6,0,0,1,2,2,2,2,0,0,0,0,3,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,2,0,0,0,0,2,1,1,2,2
4977425,1,0,4,1,0,14,22,0,0,1,13,13,19,19,2,2,2,2,10,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,2,2,2,2,2,4,4,4,2,1,1,29,0,11,0,0,2,22,23,2,1,1,1
9751737,3,0,1,1,0,3,13,0,0,1,2,2,3,3,1,1,0,0,5,6,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,6,0,0,0,0,0,0,4,1,1,2,3
3165414,3,0,1,7,0,2,4,1,0,1,1,1,1,1,0,0,0,0,1,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,1,2,1,2,3
2475695,3,0,0,1,0,1,2,2,0,2,2,2,3,3,0,0,0,0,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,1,0,0,1,0,1,2,2
9607460,1,0,0,7,0,1,2,4,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,4,0,4,0,0,0,0,2,1,2,2,3
2654234,1,0,2,1,0,17,27,0,0,1,0,0,39,39,0,0,1,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,2,3,3,3,1,1,1,43,2,37,0,10,0,0,31,5,1,2,2
7578400,3,0,8,2,0,7,56,10,0,1,20,20,40,40,1,1,1,1,21,41,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2,2,3,2,3,3,2,1,1,113,0,0,0,0,1,55,55,2,1,2,1
1948245,1,0,2,5,0,18,18,0,0,1,4,4,9,9,1,1,1,1,8,8,1,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,12,0,2,0,0,1,1,4,1,1,2,1
4154267,1,0,6,1,0,25,66,0,0,1,14,14,44,44,1,1,0,0,74,14,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,2,2,2,4,4,4,4,4,1,1,2,58,0,0,0,0,0,15,21,2,1,1,1
6717599,3,0,1,2,0,3,6,0,0,1,2,2,3,3,0,0,0,0,7,7,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,2,0,0,0,0,4,1,2,2,2
8593490,1,0,1,1,0,6,0,6,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,1,2,3
3833628,1,0,1,1,0,2,5,0,0,1,1,1,1,1,0,0,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,1,0,0,0,1,3,0,1,2,2
8851681,1,0,1,7,0,6,6,0,0,2,1,1,1,1,4,4,4,4,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,2,0,1,2,0,1,2,3
5922708,1,0,2,5,0,2,5,0,0,2,1,1,1,1,0,0,0,0,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,2,0,1,1,3
8256769,1,0,3,5,0,19,19,0,0,1,8,8,8,8,0,0,0,0,10,10,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,3,1,1,1,2
2227503,3,0,1,1,0,1,3,1,2,1,3,3,3,3,0,0,1,1,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,0,0,0,0,1,3,2,1,2,3
6226816,3,0,3,8,0,7,31,0,0,1,6,4,9,6,1,1,1,1,10,10,1,2,1,1,2,2,2,2,1,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,37,0,15,0,0,0,0,9,2,1,2,2
9756105,1,0,2,1,0,3,14,0,0,1,2,2,2,2,0,0,0,0,5,0,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,3,1,2,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,1,1,1,1,1,1,2,3
1433036,1,0,2,1,0,2,6,0,0,1,3,3,3,3,1,1,0,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,1,0,1,2,3
1847270,1,0,4,1,0,8,8,0,0,1,1,1,2,2,0,0,0,0,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,4,0,0,0,0,3,0,1,1,2
8263599,1,0,2,2,0,4,11,3,0,1,5,5,6,6,0,0,0,0,5,0,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,1,1,2,2
1561278,4,0,4,7,0,1,0,2,2,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,3,1,2,2,3
5833985,1,0,1,5,0,0,5,0,0,2,1,1,1,1,0,0,0,0,3,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,2,0,0,0,0,2,0,1,1,2
1736700,1,0,2,2,0,1,8,0,0,2,4,4,4,4,0,0,0,0,6,6,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0,0,2,1,1,2,2
9126722,1,0,7,7,0,10,65,0,0,1,20,20,21,21,1,1,1,1,21,22,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,54,0,96,50,0,3,8,54,4,1,1,2
6223590,1,0,1,1,0,7,24,0,0,1,10,10,10,8,3,3,0,0,14,23,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,8,0,3,1,3,1,2,1,2,3
3333889,1,0,2,2,0,2,7,0,0,2,2,2,2,2,0,0,0,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,3,0,0,0,0,2,0,1,2,3
6486519,2,0,1,2,0,7,6,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,1
4311805,1,0,1,1,0,8,6,0,0,1,5,5,5,5,0,0,0,0,5,5,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,2,2,9,1,1,1,1,1,4,4,4,1,1,1,9,3,0,25,0,0,2,3,3,3,1,2,1
1235203,3,0,2,7,0,0,6,0,0,2,2,2,1,1,0,0,0,0,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,0,0,0,0,0,5,1,1,2,3
3797918,1,0,0,7,0,2,7,0,0,1,1,1,4,4,0,0,0,0,1,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,4,0,2,0,0,0,1,3,0,2,1,3
1616018,1,0,3,1,0,4,5,0,0,1,6,6,9,9,0,0,0,0,6,9,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,0,0,0,0,1,1,2,3
4234579,1,0,1,1,0,10,18,0,0,1,6,6,6,6,1,1,0,0,6,6,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,2,10,0,1,2,1,2,3,1,2,2
1158006,1,0,1,1,0,8,25,0,0,1,8,8,8,8,0,0,0,0,10,10,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,9,2,2,9,1,0,0,0,0,0,0,0,0,0,1,9,6,0,5,0,0,0,0,4,1,1,2,3
3151953,1,0,1,1,0,5,11,0,0,1,7,7,4,3,0,0,0,0,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,0,2,0,1,1,1,2,3
6541645,1,0,0,5,0,4,1,0,3,1,1,1,1,1,0,0,0,0,0,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,2,0,1,2,3
9782728,3,0,0,7,0,1,4,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,6,0,1,0,0,0,0,4,1,1,2,2
6546893,1,0,2,7,0,12,18,0,0,1,2,1,8,8,0,0,0,0,7,12,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,9,0,12,10,0,0,0,3,1,1,1,2
3227989,3,0,2,2,0,3,7,3,0,1,5,5,5,5,0,0,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,1,2,1,1,2,2
2739469,3,0,1,2,0,0,5,4,4,2,10,8,6,6,1,0,0,0,9,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,13,0,1,0,0,0,3,3,1,1,2,2
1448402,1,0,4,1,0,5,19,0,0,1,2,2,3,3,0,0,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,12,0,0,0,0,0,1,4,1,1,2,1
7977391,1,0,2,5,0,2,6,0,0,1,2,2,2,2,2,2,2,2,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,5,0,3,0,0,0,0,2,0,1,2,2
4165904,1,0,9,1,0,9,40,0,0,1,8,8,15,15,0,0,0,0,7,8,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,16,0,8,18,0,0,10,8,2,1,1,2
1826725,1,0,1,1,0,3,6,0,0,1,1,1,1,1,1,1,1,0,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,1,0,1,2,3
6169788,1,0,18,5,0,14,73,22,0,1,9,9,25,25,2,2,3,3,39,58,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,98,0,0,0,0,0,36,38,6,1,1,2
2606268,2,0,1,5,0,1,2,1,1,2,1,1,1,1,1,1,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,1,1,2,2,3
1047715,1,0,2,1,0,11,41,0,0,1,20,20,20,20,1,0,1,0,4,4,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,0,38,0,0,1,41,25,4,1,1,3
3214187,1,0,6,5,0,10,12,0,0,1,3,3,4,4,0,0,0,0,10,4,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,1,1,1,1,1,1,4,4,4,4,1,1,9,2,0,20,0,0,0,1,1,2,1,2,3
9239995,1,0,2,1,0,9,28,0,0,1,2,2,2,2,0,0,0,0,10,10,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,71,0,0,1,20,22,10,1,2,3
2101581,1,0,1,7,0,2,6,0,0,1,2,2,2,2,0,0,0,0,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,6,0,0,0,0,0,0,1,1,1,2,2
6842990,1,0,3,2,0,3,0,4,0,1,2,2,2,2,1,1,1,1,3,3,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,1,0,1,2,2
8204561,1,0,2,1,0,6,6,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,2,0,1,1,1,1
1574946,3,0,2,5,0,0,10,0,0,2,4,4,4,4,1,1,1,1,2,0,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,3,0,5,7,0,0,0,5,1,1,1,2
5302687,1,0,1,5,0,1,5,0,0,1,1,1,1,1,0,0,0,0,0,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,100,0,0,1,2,1,2,2,2
3670931,1,0,3,1,0,3,13,0,0,1,2,2,2,2,1,1,1,1,2,3,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,0,0,0,7,1,1,2,2
6526992,1,0,4,1,0,6,47,0,0,1,20,20,26,26,0,0,0,0,9,14,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,15,0,4,4,0,0,2,7,3,1,1,2
